#                                                        a0: signalShape
#                                                          a1: syncPhase
#                                                       a2: binOfMaximum
#                                                          a3: timePhase
#                                                       a4: timeSmearing
#                                                      a5: packingScheme
#   eta  phi  dep        det      param1      DetId     a0   a1   a2     a3   a4   a5
    -15   51    4         HO   136648317    460107B3   125    1    5    5.0    0    1
     -1   52    4         HO   136648317    460100B4   125    1    5    5.0    0    1
     -2   52    4         HO   136648317    46010134   125    1    5    5.0    0    1
     -3   52    4         HO   136648317    460101B4   125    1    5    5.0    0    1
     -4   52    4         HO   136648317    46010234   125    1    5    5.0    0    1
     -5   52    4         HO   136648317    460102B4   125    1    5    5.0    0    1
     -6   52    4         HO   136648317    46010334   125    1    5    5.0    0    1
     -7   52    4         HO   136648317    460103B4   125    1    5    5.0    0    1
     -8   52    4         HO   136648317    46010434   125    1    5    5.0    0    1
     -9   52    4         HO   136648317    460104B4   125    1    5    5.0    0    1
    -10   52    4         HO   136648317    46010534   125    1    5    5.0    0    1
    -11   52    4         HO   136648317    460105B4   125    1    5    5.0    0    1
    -12   52    4         HO   136648317    46010634   125    1    5    5.0    0    1
    -13   52    4         HO   136648317    460106B4   125    1    5    5.0    0    1
    -14   52    4         HO   136648317    46010734   125    1    5    5.0    0    1
    -15   52    4         HO   136648317    460107B4   125    1    5    5.0    0    1
     -1   53    4         HO   136648317    460100B5   125    1    5    5.0    0    1
     -2   53    4         HO   136648317    46010135   125    1    5    5.0    0    1
     -3   53    4         HO   136648317    460101B5   125    1    5    5.0    0    1
     -4   53    4         HO   136648317    46010235   125    1    5    5.0    0    1
     -5   53    4         HO   136648317    460102B5   125    1    5    5.0    0    1
     -6   53    4         HO   136648317    46010335   125    1    5    5.0    0    1
     -7   53    4         HO   136648317    460103B5   125    1    5    5.0    0    1
     -8   53    4         HO   136648317    46010435   125    1    5    5.0    0    1
     -9   53    4         HO   136648317    460104B5   125    1    5    5.0    0    1
    -10   53    4         HO   136648317    46010535   125    1    5    5.0    0    1
    -11   53    4         HO   136648317    460105B5   125    1    5    5.0    0    1
    -12   53    4         HO   136648317    46010635   125    1    5    5.0    0    1
    -13   53    4         HO   136648317    460106B5   125    1    5    5.0    0    1
    -14   53    4         HO   136648317    46010735   125    1    5    5.0    0    1
    -15   53    4         HO   136648317    460107B5   125    1    5    5.0    0    1
     -1   54    4         HO   136648317    460100B6   125    1    5    5.0    0    1
     -2   54    4         HO   136648317    46010136   125    1    5    5.0    0    1
     -3   54    4         HO   136648317    460101B6   125    1    5    5.0    0    1
     -4   54    4         HO   136648317    46010236   125    1    5    5.0    0    1
     -5   54    4         HO   136648317    460102B6   125    1    5    5.0    0    1
     -6   54    4         HO   136648317    46010336   125    1    5    5.0    0    1
     -7   54    4         HO   136648317    460103B6   125    1    5    5.0    0    1
     -8   54    4         HO   136648317    46010436   125    1    5    5.0    0    1
     -9   54    4         HO   136648317    460104B6   125    1    5    5.0    0    1
    -10   54    4         HO   136648317    46010536   125    1    5    5.0    0    1
    -11   54    4         HO   136648317    460105B6   125    1    5    5.0    0    1
    -12   54    4         HO   136648317    46010636   125    1    5    5.0    0    1
    -13   54    4         HO   136648317    460106B6   125    1    5    5.0    0    1
    -14   54    4         HO   136648317    46010736   125    1    5    5.0    0    1
    -15   54    4         HO   136648317    460107B6   125    1    5    5.0    0    1
     -1   55    4         HO   136648317    460100B7   125    1    5    5.0    0    1
     -2   55    4         HO   136648317    46010137   125    1    5    5.0    0    1
     -3   55    4         HO   136648317    460101B7   125    1    5    5.0    0    1
     -4   55    4         HO   136648317    46010237   125    1    5    5.0    0    1
     -5   55    4         HO   136648317    460102B7   125    1    5    5.0    0    1
     -6   55    4         HO   136648317    46010337   125    1    5    5.0    0    1
     -7   55    4         HO   136648317    460103B7   125    1    5    5.0    0    1
     -8   55    4         HO   136648317    46010437   125    1    5    5.0    0    1
     -9   55    4         HO   136648317    460104B7   125    1    5    5.0    0    1
    -10   55    4         HO   136648317    46010537   125    1    5    5.0    0    1
    -11   55    4         HO   136648317    460105B7   125    1    5    5.0    0    1
    -12   55    4         HO   136648317    46010637   125    1    5    5.0    0    1
    -13   55    4         HO   136648317    460106B7   125    1    5    5.0    0    1
    -14   55    4         HO   136648317    46010737   125    1    5    5.0    0    1
    -15   55    4         HO   136648317    460107B7   125    1    5    5.0    0    1
     -1   56    4         HO   136648317    460100B8   125    1    5    5.0    0    1
     -2   56    4         HO   136648317    46010138   125    1    5    5.0    0    1
     -3   56    4         HO   136648317    460101B8   125    1    5    5.0    0    1
     -4   56    4         HO   136648317    46010238   125    1    5    5.0    0    1
     -5   56    4         HO   136648317    460102B8   125    1    5    5.0    0    1
     -6   56    4         HO   136648317    46010338   125    1    5    5.0    0    1
     -7   56    4         HO   136648317    460103B8   125    1    5    5.0    0    1
     -8   56    4         HO   136648317    46010438   125    1    5    5.0    0    1
     -9   56    4         HO   136648317    460104B8   125    1    5    5.0    0    1
    -10   56    4         HO   136648317    46010538   125    1    5    5.0    0    1
    -11   56    4         HO   136648317    460105B8   125    1    5    5.0    0    1
    -12   56    4         HO   136648317    46010638   125    1    5    5.0    0    1
    -13   56    4         HO   136648317    460106B8   125    1    5    5.0    0    1
    -14   56    4         HO   136648317    46010738   125    1    5    5.0    0    1
    -15   56    4         HO   136648317    460107B8   125    1    5    5.0    0    1
     -1   57    4         HO   136648317    460100B9   125    1    5    5.0    0    1
     -2   57    4         HO   136648317    46010139   125    1    5    5.0    0    1
     -3   57    4         HO   136648317    460101B9   125    1    5    5.0    0    1
     -4   57    4         HO   136648317    46010239   125    1    5    5.0    0    1
     -5   57    4         HO   136648317    460102B9   125    1    5    5.0    0    1
     -6   57    4         HO   136648317    46010339   125    1    5    5.0    0    1
     -7   57    4         HO   136648317    460103B9   125    1    5    5.0    0    1
     -8   57    4         HO   136648317    46010439   125    1    5    5.0    0    1
     -9   57    4         HO   136648317    460104B9   125    1    5    5.0    0    1
    -10   57    4         HO   136648317    46010539   125    1    5    5.0    0    1
    -11   57    4         HO   136648317    460105B9   125    1    5    5.0    0    1
    -12   57    4         HO   136648317    46010639   125    1    5    5.0    0    1
    -13   57    4         HO   136648317    460106B9   125    1    5    5.0    0    1
    -14   57    4         HO   136648317    46010739   125    1    5    5.0    0    1
    -15   57    4         HO   136648317    460107B9   125    1    5    5.0    0    1
     -1   58    4         HO   136648317    460100BA   125    1    5    5.0    0    1
     -2   58    4         HO   136648317    4601013A   125    1    5    5.0    0    1
     -3   58    4         HO   136648317    460101BA   125    1    5    5.0    0    1
     -4   58    4         HO   136648317    4601023A   125    1    5    5.0    0    1
     -5   58    4         HO   136648317    460102BA   125    1    5    5.0    0    1
     -6   58    4         HO   136648317    4601033A   125    1    5    5.0    0    1
     -7   58    4         HO   136648317    460103BA   125    1    5    5.0    0    1
     -8   58    4         HO   136648317    4601043A   125    1    5    5.0    0    1
     -9   58    4         HO   136648317    460104BA   125    1    5    5.0    0    1
    -10   58    4         HO   136648317    4601053A   125    1    5    5.0    0    1
    -11   58    4         HO   136648317    460105BA   125    1    5    5.0    0    1
    -12   58    4         HO   136648317    4601063A   125    1    5    5.0    0    1
    -13   58    4         HO   136648317    460106BA   125    1    5    5.0    0    1
    -14   58    4         HO   136648317    4601073A   125    1    5    5.0    0    1
    -15   58    4         HO   136648317    460107BA   125    1    5    5.0    0    1
     -1   59    4         HO   136648317    460100BB   125    1    5    5.0    0    1
     -2   59    4         HO   136648317    4601013B   125    1    5    5.0    0    1
     -3   59    4         HO   136648317    460101BB   125    1    5    5.0    0    1
     -4   59    4         HO   136648317    4601023B   125    1    5    5.0    0    1
     -5   59    4         HO   136648317    460102BB   125    1    5    5.0    0    1
     -6   59    4         HO   136648317    4601033B   125    1    5    5.0    0    1
     -7   59    4         HO   136648317    460103BB   125    1    5    5.0    0    1
